Timestamp,City,SignalStrength,CallDropRate,DataUsageMB,CustomerSatisfaction
2024-09-13 04:34:03,Phoenix,4.76,0.18,2355,1.57
2024-09-15 15:21:03,New York,4.12,0.0,1351,3.6
2024-09-11 07:49:03,Los Angeles,3.17,0.18,2030,2.48
2024-09-16 02:32:03,Chicago,2.8,0.15,836,4.08
2024-09-12 17:48:03,Houston,1.8,0.02,894,1.22
2024-09-11 23:29:03,Phoenix,3.43,0.17,4168,4.03
2024-09-13 12:38:03,New York,1.31,0.01,4780,2.78
2024-09-12 19:20:03,Los Angeles,4.73,0.08,4977,4.91
2024-09-11 09:03:03,Chicago,1.85,0.2,1249,4.72
2024-09-15 19:07:03,Houston,4.25,0.16,2332,2.94
2024-09-11 22:31:03,Phoenix,4.9,0.01,2996,3.81
2024-09-13 00:40:03,New York,3.97,0.01,4105,2.31
2024-09-14 19:34:03,Los Angeles,2.33,0.17,1462,4.77
2024-09-12 10:54:03,Chicago,4.45,0.14,3297,1.4
2024-09-14 14:01:03,Houston,4.58,0.02,3312,1.08
2024-09-12 00:43:03,Phoenix,1.03,0.03,1194,1.28
2024-09-15 15:54:03,New York,4.12,0.06,1075,4.37
2024-09-15 09:31:03,Los Angeles,4.7,0.1,3911,2.7
2024-09-11 15:28:03,Chicago,3.68,0.17,1224,4.07
2024-09-12 17:35:03,Houston,1.22,0.01,1504,4.47
2024-09-15 16:44:03,Phoenix,2.01,0.09,4541,4.44
2024-09-13 12:52:03,New York,3.22,0.2,1492,1.72
2024-09-14 19:43:03,Los Angeles,3.11,0.01,1942,1.43
2024-09-16 04:13:03,Chicago,4.9,0.16,2898,1.49
2024-09-11 08:40:03,Houston,1.07,0.04,4355,4.37
2024-09-12 20:56:03,Phoenix,2.33,0.14,2766,2.06
2024-09-14 18:53:03,New York,4.49,0.19,4183,4.47
2024-09-15 05:04:03,Los Angeles,3.36,0.1,3959,2.43
2024-09-16 03:19:03,Chicago,1.06,0.09,3826,2.75
2024-09-13 04:44:03,Houston,2.58,0.2,1774,3.91
2024-09-13 09:54:03,Phoenix,4.72,0.01,3974,4.77
2024-09-13 03:27:03,New York,1.74,0.05,1548,4.98
2024-09-11 08:36:03,Los Angeles,2.57,0.04,3248,4.11
2024-09-13 22:21:03,Chicago,3.34,0.12,3602,2.63
2024-09-12 21:27:03,Houston,3.64,0.1,3542,1.39
2024-09-13 04:31:03,Phoenix,4.08,0.01,2949,2.36
2024-09-12 18:36:03,New York,4.4,0.03,4229,1.47
2024-09-14 18:26:03,Los Angeles,1.33,0.11,3907,1.25
2024-09-13 06:52:03,Chicago,3.59,0.1,629,3.76
2024-09-12 14:17:03,Houston,2.53,0.2,1212,1.69
2024-09-11 19:27:03,Phoenix,2.52,0.14,2737,1.56
2024-09-14 16:49:03,New York,4.15,0.18,2983,3.21
2024-09-12 15:34:03,Los Angeles,2.41,0.17,3182,4.37
2024-09-13 04:10:03,Chicago,2.48,0.13,1083,3.92
2024-09-12 08:04:03,Houston,2.3,0.07,3053,1.98
2024-09-12 06:43:03,Phoenix,4.44,0.1,2419,4.91
2024-09-14 17:25:03,New York,2.89,0.18,2200,2.39
2024-09-15 04:51:03,Los Angeles,2.96,0.17,1491,2.93
2024-09-15 18:17:03,Chicago,4.69,0.18,4243,3.98
2024-09-13 10:09:03,Houston,3.59,0.19,3821,2.14
2024-09-11 06:47:03,Phoenix,2.86,0.01,1341,4.91
2024-09-12 21:20:03,New York,3.13,0.03,3936,4.67
2024-09-14 18:32:03,Los Angeles,4.69,0.06,2904,4.98
2024-09-13 05:02:03,Chicago,4.45,0.01,2900,4.12
2024-09-13 19:58:03,Houston,3.33,0.0,3769,4.0
2024-09-12 12:02:03,Phoenix,3.5,0.19,1161,2.98
2024-09-12 00:14:03,New York,2.04,0.01,1893,4.61
2024-09-15 13:11:03,Los Angeles,2.25,0.13,3667,2.21
2024-09-14 15:39:03,Chicago,1.96,0.17,2177,4.93
2024-09-11 07:20:03,Houston,2.6,0.13,3486,2.95
2024-09-14 13:06:03,Phoenix,4.68,0.1,4037,4.62
2024-09-12 18:43:03,New York,3.7,0.06,3139,4.96
2024-09-14 02:58:03,Los Angeles,2.41,0.11,2258,4.38
2024-09-12 07:05:03,Chicago,2.69,0.04,3669,2.16
2024-09-15 12:48:03,Houston,2.01,0.13,3425,4.4
2024-09-14 03:43:03,Phoenix,2.22,0.09,2697,3.56
2024-09-16 02:26:03,New York,4.08,0.16,4487,4.96
2024-09-14 11:16:03,Los Angeles,1.01,0.06,570,4.53
2024-09-16 04:33:03,Chicago,4.33,0.04,2451,2.54
2024-09-12 14:01:03,Houston,3.44,0.07,819,2.68
2024-09-13 04:33:03,Phoenix,2.72,0.01,3077,3.25
2024-09-11 08:21:03,New York,2.26,0.13,1779,4.28
2024-09-12 22:43:03,Los Angeles,1.2,0.16,4501,4.67
2024-09-12 02:41:03,Chicago,3.69,0.12,4229,4.32
2024-09-11 21:39:03,Houston,4.42,0.19,1701,3.15
2024-09-11 21:56:03,Phoenix,3.67,0.1,3846,3.06
2024-09-13 16:21:03,New York,4.01,0.0,2503,1.71
2024-09-13 06:41:03,Los Angeles,1.24,0.01,2826,1.36
2024-09-14 19:04:03,Chicago,2.65,0.11,1399,3.93
2024-09-12 14:59:03,Houston,2.59,0.03,3710,2.64
2024-09-16 05:39:03,Phoenix,3.84,0.17,3512,4.45
2024-09-13 12:42:03,New York,1.93,0.04,2141,1.48
2024-09-11 06:57:03,Los Angeles,1.57,0.17,4642,4.06
2024-09-11 12:03:03,Chicago,2.49,0.05,3684,2.48
2024-09-14 05:14:03,Houston,2.25,0.12,2551,2.61
2024-09-11 07:41:03,Phoenix,1.42,0.08,2233,4.93
2024-09-15 00:36:03,New York,3.59,0.12,3763,2.29
2024-09-12 20:51:03,Los Angeles,3.33,0.13,1670,4.15
2024-09-16 01:28:03,Chicago,4.83,0.14,1804,2.4
2024-09-13 09:14:03,Houston,1.27,0.05,4194,2.33
2024-09-15 10:09:03,Phoenix,1.27,0.11,2326,1.51
2024-09-11 22:47:03,New York,3.53,0.01,2915,3.42
2024-09-11 10:13:03,Los Angeles,2.53,0.04,3621,4.25
2024-09-15 12:42:03,Chicago,3.31,0.02,3206,1.8
2024-09-14 15:31:03,Houston,2.8,0.06,2812,2.8
2024-09-15 06:25:03,Phoenix,1.7,0.0,2023,4.08
2024-09-12 19:27:03,New York,3.69,0.15,4405,3.45
2024-09-12 13:38:03,Los Angeles,2.85,0.17,4395,4.27
2024-09-13 05:19:03,Chicago,4.45,0.1,1198,4.44
2024-09-14 22:52:03,Houston,2.64,0.12,536,4.85
2024-09-12 13:52:03,Phoenix,3.99,0.06,1840,4.38
2024-09-11 11:18:03,New York,4.73,0.02,2677,2.52
2024-09-15 12:40:03,Los Angeles,3.79,0.06,4820,3.66
2024-09-15 03:09:03,Chicago,1.99,0.11,3633,4.34
2024-09-12 13:56:03,Houston,1.2,0.07,4018,1.83
2024-09-12 10:05:03,Phoenix,4.44,0.16,4668,2.6
2024-09-13 08:35:03,New York,3.62,0.07,4385,2.26
2024-09-16 01:34:03,Los Angeles,1.57,0.17,3812,1.44
2024-09-15 02:07:03,Chicago,1.63,0.08,3472,1.4
2024-09-15 10:08:03,Houston,1.37,0.13,3934,1.11
2024-09-12 00:37:03,Phoenix,2.14,0.18,721,1.97
2024-09-11 17:27:03,New York,3.14,0.1,1904,2.66
2024-09-13 22:32:03,Los Angeles,4.05,0.04,3079,3.11
2024-09-11 16:50:03,Chicago,3.98,0.12,2776,3.95
2024-09-14 22:48:03,Houston,1.5,0.15,4403,3.96
2024-09-13 01:00:03,Phoenix,4.97,0.08,4764,3.99
2024-09-11 09:40:03,New York,3.67,0.09,4626,2.49
2024-09-14 21:50:03,Los Angeles,1.16,0.11,2026,1.91
2024-09-11 17:50:03,Chicago,2.94,0.19,4294,2.83
2024-09-11 19:15:03,Houston,3.46,0.01,4436,4.61
2024-09-11 10:59:03,Phoenix,1.53,0.06,1435,2.28
2024-09-13 21:32:03,New York,3.23,0.02,3365,4.44
2024-09-14 18:56:03,Los Angeles,1.17,0.18,4718,2.59
2024-09-15 19:19:03,Chicago,4.54,0.0,2907,3.5
2024-09-12 03:04:03,Houston,4.03,0.19,2300,2.59
2024-09-14 04:55:03,Phoenix,3.57,0.07,4179,1.97
2024-09-12 21:59:03,New York,1.96,0.17,4339,4.9
2024-09-11 22:08:03,Los Angeles,4.3,0.16,4645,1.38
2024-09-16 02:15:03,Chicago,2.35,0.2,1513,4.29
2024-09-14 01:58:03,Houston,1.61,0.14,4105,3.05
2024-09-15 05:37:03,Phoenix,4.86,0.11,578,1.0
2024-09-12 17:55:03,New York,4.44,0.14,4655,3.21
2024-09-12 17:12:03,Los Angeles,3.52,0.19,4783,3.85
2024-09-15 16:31:03,Chicago,3.27,0.0,2031,2.45
2024-09-14 21:40:03,Houston,1.52,0.11,856,4.77
2024-09-12 17:19:03,Phoenix,3.89,0.0,4363,2.38
2024-09-12 12:08:03,New York,2.07,0.07,2640,2.56
2024-09-14 15:32:03,Los Angeles,2.85,0.06,1502,2.98
2024-09-13 22:51:03,Chicago,4.52,0.06,1330,1.41
2024-09-14 08:21:03,Houston,3.12,0.0,4375,3.84
2024-09-14 16:50:03,Phoenix,2.83,0.05,2113,4.87
2024-09-16 04:56:03,New York,2.38,0.17,2816,4.37
2024-09-14 16:08:03,Los Angeles,1.7,0.16,2403,4.92
2024-09-14 05:23:03,Chicago,1.19,0.2,3405,2.9
2024-09-11 22:29:03,Houston,3.81,0.06,2410,1.3
2024-09-13 03:15:03,Phoenix,2.72,0.09,3622,2.55
2024-09-11 07:14:03,New York,2.41,0.14,4097,1.57
2024-09-15 09:40:03,Los Angeles,3.49,0.15,2654,2.63
2024-09-15 10:11:03,Chicago,3.08,0.03,2386,1.49
2024-09-12 22:48:03,Houston,3.52,0.06,3042,4.15
2024-09-14 15:14:03,Phoenix,3.78,0.19,677,4.46
2024-09-13 19:26:03,New York,3.7,0.13,2357,1.38
2024-09-15 05:44:03,Los Angeles,2.75,0.16,1958,1.76
2024-09-12 23:58:03,Chicago,3.3,0.06,646,1.96
2024-09-15 23:17:03,Houston,3.6,0.11,3954,4.85
2024-09-13 07:20:03,Phoenix,1.25,0.15,1836,4.28
2024-09-12 14:41:03,New York,4.61,0.2,4276,1.43
2024-09-11 19:08:03,Los Angeles,3.32,0.03,638,3.47
2024-09-13 09:36:03,Chicago,4.24,0.09,3942,1.58
2024-09-12 16:12:03,Houston,2.43,0.06,1515,4.18
2024-09-13 18:43:03,Phoenix,4.36,0.13,1632,4.0
2024-09-15 03:55:03,New York,2.62,0.13,4014,2.3
2024-09-15 20:06:03,Los Angeles,2.07,0.19,3814,3.91
2024-09-12 20:24:03,Chicago,3.85,0.06,925,1.17
2024-09-13 12:27:03,Houston,3.64,0.06,4018,4.17
2024-09-16 01:24:03,Phoenix,1.57,0.05,4725,1.34
2024-09-15 01:10:03,New York,4.96,0.07,3579,3.98
2024-09-12 21:05:03,Los Angeles,2.79,0.12,4424,4.3
2024-09-15 15:21:03,Chicago,1.53,0.02,4939,2.87
2024-09-15 23:41:03,Houston,2.02,0.09,812,2.06
2024-09-12 01:28:03,Phoenix,1.25,0.09,4121,3.89
2024-09-12 22:48:03,New York,3.97,0.19,2905,4.48
2024-09-11 16:49:03,Los Angeles,2.88,0.05,2104,2.61
2024-09-16 03:09:03,Chicago,2.98,0.2,3953,4.4
2024-09-14 05:48:03,Houston,1.94,0.09,4975,2.8
2024-09-13 22:39:03,Phoenix,3.15,0.01,3369,2.37
2024-09-14 21:34:03,New York,2.71,0.06,3341,2.14
2024-09-11 23:29:03,Los Angeles,4.48,0.09,2046,1.21
2024-09-11 08:25:03,Chicago,2.95,0.01,3101,1.77
2024-09-14 23:19:03,Houston,1.14,0.05,3570,3.06
2024-09-14 11:39:03,Phoenix,3.57,0.17,4435,3.52
2024-09-12 14:58:03,New York,2.07,0.19,1821,1.16
2024-09-11 15:15:03,Los Angeles,3.67,0.18,3037,4.04
2024-09-12 23:30:03,Chicago,1.09,0.18,2225,2.84
2024-09-15 12:40:03,Houston,1.51,0.16,3052,3.99
2024-09-13 17:55:03,Phoenix,3.37,0.11,4408,1.72
2024-09-12 04:00:03,New York,4.11,0.12,1909,1.82
2024-09-12 09:46:03,Los Angeles,2.98,0.02,2619,3.47
2024-09-11 13:03:03,Chicago,2.13,0.01,1606,4.6
2024-09-14 04:37:03,Houston,1.9,0.16,1027,4.93
2024-09-11 19:52:03,Phoenix,4.81,0.07,3754,2.03
2024-09-12 16:20:03,New York,3.28,0.16,1861,3.18
2024-09-15 09:19:03,Los Angeles,3.03,0.14,515,2.0
2024-09-15 16:08:03,Chicago,3.42,0.0,1621,3.67
2024-09-15 18:35:03,Houston,1.34,0.16,1000,1.74
2024-09-14 05:03:03,Phoenix,4.62,0.03,4343,3.57
2024-09-12 13:58:03,New York,3.42,0.19,934,3.27
2024-09-11 22:08:03,Los Angeles,2.43,0.14,894,4.81
2024-09-14 07:12:03,Chicago,1.77,0.11,1450,3.77
2024-09-14 08:11:03,Houston,1.76,0.0,3759,2.22
2024-09-11 18:37:03,Phoenix,3.26,0.2,3842,1.38
2024-09-12 08:57:03,New York,1.45,0.05,739,2.61
2024-09-15 00:16:03,Los Angeles,3.05,0.04,1104,1.48
2024-09-12 01:11:03,Chicago,5.0,0.08,2245,3.0
2024-09-14 17:02:03,Houston,3.36,0.15,1367,3.94
2024-09-15 21:54:03,Phoenix,4.64,0.19,4666,1.11
2024-09-13 14:45:03,New York,4.67,0.12,2911,1.38
2024-09-14 10:16:03,Los Angeles,4.52,0.03,4857,1.3
2024-09-13 13:53:03,Chicago,2.97,0.01,1646,1.08
2024-09-16 06:02:03,Houston,1.34,0.13,809,1.52
2024-09-13 20:12:03,Phoenix,4.48,0.13,3595,1.87
2024-09-12 23:42:03,New York,2.92,0.12,4563,4.69
2024-09-13 05:22:03,Los Angeles,2.98,0.0,2060,4.96
2024-09-14 13:29:03,Chicago,1.91,0.02,4936,3.6
2024-09-14 21:38:03,Houston,2.7,0.02,4439,2.65
2024-09-13 08:31:03,Phoenix,3.04,0.13,1091,2.34
2024-09-14 13:58:03,New York,1.08,0.08,534,2.05
2024-09-12 10:24:03,Los Angeles,1.75,0.14,4261,4.74
2024-09-13 06:57:03,Chicago,1.05,0.04,2130,1.42
2024-09-15 09:42:03,Houston,2.95,0.15,1918,4.58
2024-09-11 22:59:03,Phoenix,1.34,0.15,1384,3.75
2024-09-15 17:30:03,New York,3.07,0.07,3134,3.84
2024-09-11 15:47:03,Los Angeles,1.05,0.16,4636,3.54
2024-09-12 23:39:03,Chicago,4.92,0.19,4326,4.04
2024-09-14 02:14:03,Houston,4.31,0.12,2352,2.72
2024-09-13 02:25:03,Phoenix,2.05,0.06,3228,3.75
2024-09-11 08:16:03,New York,4.05,0.17,4945,2.29
2024-09-11 12:27:03,Los Angeles,3.73,0.13,2620,3.98
2024-09-13 06:13:03,Chicago,1.96,0.1,3808,3.83
2024-09-13 13:14:03,Houston,1.91,0.08,2789,4.12
2024-09-16 06:23:03,Phoenix,3.5,0.05,4502,3.68
2024-09-13 23:10:03,New York,1.36,0.11,2833,2.08
2024-09-13 22:53:03,Los Angeles,4.9,0.03,665,2.68
2024-09-15 17:10:03,Chicago,3.81,0.1,2202,2.42
2024-09-15 15:51:03,Houston,2.68,0.12,2386,3.29
2024-09-13 04:21:03,Phoenix,3.97,0.15,2477,3.46
2024-09-14 12:59:03,New York,2.63,0.06,910,2.97
2024-09-11 12:33:03,Los Angeles,2.91,0.15,4319,1.97
2024-09-13 06:26:03,Chicago,4.75,0.16,4274,1.27
2024-09-11 13:16:03,Houston,4.81,0.09,1459,2.55
2024-09-12 19:24:03,Phoenix,3.94,0.16,1878,3.23
2024-09-15 18:37:03,New York,3.79,0.18,2048,3.54
2024-09-11 09:31:03,Los Angeles,4.68,0.07,3436,3.51
2024-09-16 06:43:03,Chicago,1.11,0.06,4473,2.82
2024-09-15 06:38:03,Houston,3.54,0.16,1061,1.76
2024-09-14 21:06:03,Phoenix,3.48,0.05,4351,4.94
2024-09-11 12:57:03,New York,4.15,0.02,4252,1.86
2024-09-11 11:57:03,Los Angeles,3.49,0.05,1727,4.01
2024-09-14 15:41:03,Chicago,2.46,0.18,2830,4.46
2024-09-14 00:04:03,Houston,3.71,0.13,4315,2.6
2024-09-13 11:58:03,Phoenix,4.08,0.05,1599,4.12
2024-09-13 02:36:03,New York,4.23,0.07,1237,4.76
2024-09-12 18:47:03,Los Angeles,4.27,0.2,1247,3.72
2024-09-11 13:19:03,Chicago,4.55,0.07,1532,3.85
2024-09-11 23:46:03,Houston,2.9,0.09,3216,4.8
2024-09-14 10:02:03,Phoenix,1.64,0.11,3025,1.46
2024-09-12 20:04:03,New York,4.38,0.12,1518,1.14
2024-09-11 15:53:03,Los Angeles,1.8,0.03,1672,4.23
2024-09-15 20:51:03,Chicago,3.75,0.06,1433,2.46
2024-09-12 10:52:03,Houston,4.74,0.01,3569,4.4
2024-09-15 17:29:03,Phoenix,4.37,0.0,4827,3.03
2024-09-11 09:26:03,New York,2.66,0.09,3589,4.02
2024-09-13 07:17:03,Los Angeles,1.83,0.02,2057,4.04
2024-09-13 04:25:03,Chicago,2.95,0.16,2048,3.77
2024-09-13 09:19:03,Houston,3.5,0.19,2941,3.13
2024-09-16 05:16:03,Phoenix,1.21,0.05,2273,1.53
2024-09-12 20:42:03,New York,4.03,0.07,3447,1.97
2024-09-13 01:11:03,Los Angeles,2.27,0.1,3965,3.95
2024-09-16 00:47:03,Chicago,2.3,0.16,3668,3.78
2024-09-12 02:19:03,Houston,4.06,0.16,2264,3.63
2024-09-15 15:39:03,Phoenix,4.19,0.02,914,4.05
2024-09-15 20:18:03,New York,1.99,0.17,3189,2.65
2024-09-12 11:52:03,Los Angeles,3.03,0.15,1557,2.07
2024-09-12 23:41:03,Chicago,4.54,0.2,2537,3.97
2024-09-15 09:11:03,Houston,1.32,0.11,3324,3.28
2024-09-11 17:34:03,Phoenix,1.03,0.11,2787,2.46
2024-09-16 04:36:03,New York,4.98,0.18,1693,1.04
2024-09-14 03:51:03,Los Angeles,1.7,0.16,4755,4.52
2024-09-12 04:08:03,Chicago,3.76,0.07,2843,2.36
2024-09-15 21:17:03,Houston,2.21,0.01,1046,3.06
2024-09-15 11:14:03,Phoenix,1.33,0.03,2563,1.12
2024-09-11 22:43:03,New York,3.41,0.18,4090,3.28
2024-09-11 10:35:03,Los Angeles,4.73,0.15,4169,1.91
2024-09-15 20:58:03,Chicago,1.12,0.13,816,1.25
2024-09-14 11:27:03,Houston,4.88,0.1,805,3.19
2024-09-14 16:46:03,Phoenix,1.98,0.06,3832,4.9
2024-09-12 07:30:03,New York,2.67,0.08,880,4.28
2024-09-12 19:39:03,Los Angeles,1.59,0.0,2003,2.6
2024-09-12 18:26:03,Chicago,2.3,0.13,2390,3.51
2024-09-15 06:06:03,Houston,4.3,0.18,2875,3.0
2024-09-12 10:54:03,Phoenix,1.68,0.14,3372,4.01
2024-09-11 08:46:03,New York,4.93,0.2,610,3.77
2024-09-11 12:34:03,Los Angeles,1.42,0.19,3172,3.09
2024-09-14 02:07:03,Chicago,4.35,0.03,1439,4.53
2024-09-15 05:14:03,Houston,3.36,0.19,4136,2.71
2024-09-14 22:24:03,Phoenix,1.18,0.15,2416,3.85
2024-09-15 22:01:03,New York,2.16,0.17,1812,3.09
2024-09-11 14:45:03,Los Angeles,3.31,0.03,2337,1.5
2024-09-13 04:42:03,Chicago,3.32,0.04,2165,2.05
2024-09-12 08:57:03,Houston,4.63,0.05,3256,4.74
2024-09-13 14:04:03,Phoenix,1.68,0.12,2695,3.14
2024-09-12 03:07:03,New York,4.92,0.15,1961,4.87
2024-09-16 03:20:03,Los Angeles,2.87,0.04,2441,3.35
2024-09-15 04:17:03,Chicago,1.37,0.16,4912,1.01
2024-09-13 13:17:03,Houston,1.02,0.12,1835,4.26
2024-09-12 22:58:03,Phoenix,1.81,0.01,4446,3.89
2024-09-15 17:20:03,New York,4.8,0.02,2283,1.6
2024-09-12 08:58:03,Los Angeles,3.06,0.15,2851,4.42
2024-09-14 06:17:03,Chicago,2.64,0.12,3040,3.42
2024-09-11 13:14:03,Houston,4.43,0.15,1523,3.89
2024-09-13 10:57:03,Phoenix,3.57,0.02,1778,2.23
2024-09-12 01:05:03,New York,3.96,0.19,2838,3.61
2024-09-13 14:11:03,Los Angeles,3.91,0.17,546,4.53
2024-09-12 15:57:03,Chicago,2.57,0.17,683,3.73
2024-09-14 00:12:03,Houston,3.83,0.08,683,2.87
2024-09-13 22:17:03,Phoenix,1.61,0.02,4153,1.4
2024-09-14 07:31:03,New York,1.23,0.05,1038,2.75
2024-09-12 20:03:03,Los Angeles,2.42,0.01,613,4.27
2024-09-14 15:46:03,Chicago,1.59,0.19,3371,3.4
2024-09-12 01:26:03,Houston,1.64,0.02,2048,3.43
2024-09-14 20:25:03,Phoenix,1.71,0.07,3514,3.34
2024-09-14 00:39:03,New York,1.27,0.02,1794,2.85
2024-09-15 16:29:03,Los Angeles,4.89,0.04,3142,1.95
2024-09-12 22:24:03,Chicago,4.73,0.08,4293,3.81
2024-09-14 08:07:03,Houston,3.81,0.15,3303,1.9
2024-09-14 08:16:03,Phoenix,2.47,0.04,3602,2.83
2024-09-12 04:08:03,New York,3.52,0.08,1463,3.89
2024-09-12 12:14:03,Los Angeles,4.51,0.05,2813,1.81
2024-09-16 05:44:03,Chicago,4.44,0.02,4272,1.18
2024-09-15 16:33:03,Houston,3.16,0.04,3145,2.59
2024-09-15 08:14:03,Phoenix,1.92,0.05,3460,4.24
2024-09-13 12:03:03,New York,2.21,0.04,1787,2.6
2024-09-15 17:29:03,Los Angeles,1.96,0.04,2165,1.4
2024-09-13 17:59:03,Chicago,3.29,0.09,2659,3.85
2024-09-11 18:05:03,Houston,3.55,0.19,4960,1.73
2024-09-12 06:32:03,Phoenix,3.25,0.19,4271,3.58
2024-09-15 07:02:03,New York,3.64,0.04,2093,4.12
2024-09-12 17:47:03,Los Angeles,4.15,0.07,2272,2.25
2024-09-15 05:16:03,Chicago,1.13,0.12,1479,2.27
2024-09-16 01:17:03,Houston,3.72,0.16,4697,3.15
2024-09-13 09:00:03,Phoenix,2.44,0.08,1449,1.04
2024-09-11 08:59:03,New York,1.82,0.18,749,3.53
2024-09-14 05:43:03,Los Angeles,4.97,0.12,2348,3.28
2024-09-12 00:56:03,Chicago,3.09,0.14,1000,3.76
2024-09-15 01:22:03,Houston,1.1,0.16,2820,2.87
2024-09-13 16:12:03,Phoenix,2.68,0.02,3065,3.56
2024-09-12 05:28:03,New York,4.52,0.05,4233,4.93
2024-09-15 03:56:03,Los Angeles,1.06,0.07,4510,2.59
2024-09-12 04:02:03,Chicago,1.83,0.15,542,2.33
2024-09-15 02:47:03,Houston,1.27,0.12,731,2.18
2024-09-11 07:04:03,Phoenix,2.01,0.09,616,4.08
2024-09-15 18:47:03,New York,2.04,0.01,4221,1.11
2024-09-14 02:12:03,Los Angeles,4.56,0.15,1997,4.47
2024-09-12 08:11:03,Chicago,2.0,0.18,900,3.74
2024-09-15 20:16:03,Houston,4.3,0.0,2876,2.45
2024-09-15 21:50:03,Phoenix,1.79,0.16,2525,4.9
2024-09-16 02:46:03,New York,2.24,0.16,2699,1.39
2024-09-12 05:31:03,Los Angeles,4.22,0.19,1833,1.65
2024-09-15 03:54:03,Chicago,4.65,0.19,4294,3.45
2024-09-12 21:33:03,Houston,3.57,0.14,1998,4.83
2024-09-14 06:40:03,Phoenix,4.61,0.03,4519,4.45
2024-09-13 14:17:03,New York,1.26,0.13,585,4.18
2024-09-15 21:20:03,Los Angeles,4.32,0.19,3938,4.01
2024-09-12 14:53:03,Chicago,4.23,0.03,1916,4.86
2024-09-12 01:57:03,Houston,4.13,0.16,2046,4.44
2024-09-12 12:15:03,Phoenix,1.95,0.07,878,1.97
2024-09-16 03:18:03,New York,1.74,0.14,4193,3.23
2024-09-13 09:06:03,Los Angeles,3.89,0.07,1907,2.52
2024-09-15 08:36:03,Chicago,2.43,0.1,4198,3.66
2024-09-13 01:03:03,Houston,1.62,0.08,3751,4.28
2024-09-11 21:26:03,Phoenix,1.87,0.15,1586,2.42
2024-09-13 05:44:03,New York,2.79,0.12,4253,4.51
2024-09-13 19:43:03,Los Angeles,2.87,0.15,2155,1.92
2024-09-13 13:57:03,Chicago,2.34,0.02,576,2.14
2024-09-14 06:46:03,Houston,2.43,0.09,1840,3.6
2024-09-12 18:46:03,Phoenix,3.15,0.12,1095,3.14
2024-09-14 21:04:03,New York,2.27,0.13,2452,1.9
2024-09-11 19:35:03,Los Angeles,2.69,0.2,1961,4.68
2024-09-13 18:12:03,Chicago,3.59,0.2,1243,3.84
2024-09-13 11:12:03,Houston,1.26,0.01,1699,2.7
2024-09-11 21:30:03,Phoenix,2.99,0.19,4080,3.65
2024-09-12 19:21:03,New York,2.87,0.17,4116,3.34
2024-09-13 12:13:03,Los Angeles,2.23,0.17,2481,4.34
2024-09-12 03:57:03,Chicago,5.0,0.18,4022,4.47
2024-09-13 00:49:03,Houston,2.94,0.09,1455,2.66
2024-09-15 14:50:03,Phoenix,3.54,0.09,4454,2.14
2024-09-13 14:06:03,New York,2.46,0.08,1049,2.57
2024-09-14 13:06:03,Los Angeles,1.59,0.01,4443,3.33
2024-09-14 23:57:03,Chicago,4.3,0.13,3326,3.73
2024-09-12 10:24:03,Houston,4.25,0.16,4787,2.21
2024-09-12 13:19:03,Phoenix,4.24,0.12,764,4.74
2024-09-11 09:57:03,New York,2.82,0.01,2256,2.33
2024-09-13 00:06:03,Los Angeles,2.87,0.17,1042,4.62
2024-09-14 11:53:03,Chicago,3.38,0.0,2786,1.63
2024-09-13 15:10:03,Houston,2.72,0.09,1378,2.19
2024-09-15 15:35:03,Phoenix,3.61,0.1,2622,1.99
2024-09-12 04:14:03,New York,2.15,0.02,1181,4.29
2024-09-12 23:30:03,Los Angeles,3.77,0.09,2175,2.12
2024-09-12 19:37:03,Chicago,1.7,0.19,3182,1.88
2024-09-14 12:13:03,Houston,1.36,0.04,3101,4.56
2024-09-15 22:41:03,Phoenix,3.96,0.11,930,4.94
2024-09-11 15:51:03,New York,2.88,0.08,1604,4.07
2024-09-16 02:39:03,Los Angeles,2.9,0.1,727,3.54
2024-09-14 22:36:03,Chicago,2.52,0.03,1482,1.28
2024-09-16 04:39:03,Houston,2.6,0.13,4863,1.31
2024-09-13 01:36:03,Phoenix,2.84,0.18,3484,3.87
2024-09-13 14:33:03,New York,3.01,0.14,2678,4.39
2024-09-14 00:04:03,Los Angeles,2.31,0.03,3861,3.7
2024-09-12 11:06:03,Chicago,1.13,0.02,1521,1.68
2024-09-16 06:41:03,Houston,3.17,0.19,4898,3.84
2024-09-15 21:38:03,Phoenix,2.58,0.02,892,2.81
2024-09-13 11:54:03,New York,3.1,0.12,1897,4.11
2024-09-12 09:12:03,Los Angeles,2.93,0.19,2440,3.04
2024-09-14 20:35:03,Chicago,2.83,0.06,3050,1.56
2024-09-14 02:54:03,Houston,4.09,0.18,4528,2.84
2024-09-11 20:55:03,Phoenix,2.79,0.04,4575,4.03
2024-09-15 15:36:03,New York,3.6,0.19,4530,2.76
2024-09-13 01:11:03,Los Angeles,1.42,0.1,2457,1.17
2024-09-13 17:26:03,Chicago,3.87,0.14,2443,4.27
2024-09-14 19:02:03,Houston,4.42,0.15,1218,1.66
2024-09-15 10:38:03,Phoenix,2.82,0.16,827,2.85
2024-09-13 16:08:03,New York,4.21,0.07,4808,2.57
2024-09-15 10:29:03,Los Angeles,3.12,0.15,4049,3.46
2024-09-16 00:55:03,Chicago,4.49,0.15,2065,4.14
